41053,56,6,0,56,6,0,1
103,277,0,0,197,0,0,12
35541,61,5,0,61,5,0,3
4566,3,0,0,3,0,0,0
36431,94,162,43,79,101,25,7
21227,1,2,12,1,1,7,6
41762,1,3,0,1,3,0,0
22244,4,15,61,2,6,17,8
27051,178,23,1,177,23,1,16
11859,16,1,1,9,0,0,0
7576,8,54,62,5,35,43,4
3049,0,1,6,0,1,6,0
6731,4,10,24,3,7,22,11
36301,23,8,2,8,2,0,6
26186,25,4,4,16,2,4,10
6174,12,19,10,8,17,7,4
8179,185,362,166,65,101,64,9
30070,1,5,14,1,2,11,4
8021,13,9,3,7,2,2,1
5454,32,72,10,16,45,3,6
8187,164,2,2,130,1,2,3
5053,12,1,0,12,1,0,1
8067,87,1,0,26,0,0,4
39162,67,8,1,67,8,1,0
31885,7,2,0,2,2,0,1
8664,12,11,1,12,10,0,3
28904,17,14,7,14,14,4,6
9335,119,11,11,55,2,0,5
36057,1,4,7,1,4,6,3
36,872,0,0,349,0,0,12
12264,20,19,52,20,19,52,8
42070,0,0,0,0,0,0,0
8325,15,28,42,4,14,18,9
32730,37,13,4,37,13,4,3
9996,147,130,12,38,60,2,11
11229,1096,1448,129,601,600,58,78
88,193,0,0,122,0,0,3
25070,4,2,13,4,1,11,4
31275,24,0,0,23,0,0,1
8910,8,6,10,5,1,4,6
11852,64,90,105,13,23,13,14
2634,8,23,20,7,11,9,6
3686,52,43,13,44,32,0,8
3170,20,15,3,19,8,1,2
3017,3,7,12,3,7,12,2
6661,19,10,3,12,6,1,5
5380,0,4,4,0,0,3,0
20181,1,1,2,0,0,1,0
8905,207,232,25,156,162,0,23
7984,15,16,11,5,3,1,0
10069,23,187,132,20,96,55,8
8785,0,6,10,0,6,10,2
39640,31,6,6,31,6,6,5
21346,4,3,4,3,1,0,0
11668,7,27,31,2,6,17,4
10351,8,12,7,8,12,4,1
35957,32,3,1,32,3,1,3
39853,24,14,7,24,14,7,15
27793,74,11,1,66,10,1,6
32566,22,0,0,6,0,0,5
16813,10,18,26,7,6,15,4
32864,13,26,39,13,26,39,3
12169,41,9,5,41,9,5,11
8992,391,3,0,296,2,0,15
5907,1,8,4,1,7,2,3
3085,32,1,5,32,1,5,3
4630,122,158,84,57,55,21,13
4346,108,24,3,108,17,0,12
24727,106,89,32,4,7,0,5
6739,4,32,40,4,30,38,11
8242,2,29,31,0,23,25,3
28355,154,6,4,154,6,4,1
3612,2,6,10,2,6,8,2
27502,217,17,4,217,17,4,9
3531,60,6,0,60,6,0,3
8895,3,3,0,3,3,0,2
30988,37,12,0,37,12,0,5
18891,19,33,31,9,18,15,8
37511,7,13,5,7,13,5,1
2881,45,10,2,45,10,2,3
10315,11,42,44,6,30,29,6
7240,57,72,22,51,31,9,6
2872,117,17,4,117,17,4,11
23992,124,13,15,124,13,15,4
11371,7,17,117,4,8,67,4
11372,50,190,255,21,98,100,12
7072,382,31,19,382,31,19,57
59,1298,0,0,904,0,0,33
5959,20,37,18,18,32,17,4
20180,1,1,0,1,1,0,1
31581,248,1,0,40,0,0,1
8961,312,2,0,229,1,0,3
39114,0,2,9,0,2,9,2
2972,45,1,1,42,0,0,3
31404,60,0,0,37,0,0,2
17385,7,0,0,7,0,0,2
20792,6,37,30,6,37,30,6
7278,130,218,20,93,126,1,24
67,0,174,0,0,30,0,5
3944,6,28,56,6,28,56,12
9173,21,68,55,13,46,29,6
7499,29,5,0,29,5,0,4
29266,28,44,41,25,38,27,4
25320,3,2,1,3,2,1,0
3801,0,10,7,0,10,7,2
11178,55,1,0,55,0,0,4
10929,21,25,11,21,24,3,3
6446,5,18,14,5,18,5,3
39207,88,4,1,88,4,1,2
8668,20,15,1,16,12,0,3
10661,68,0,0,62,0,0,3
34966,0,0,15,0,0,13,0
12468,34,0,1,17,0,0,4
6671,150,122,28,119,74,3,11
23611,13,13,13,12,11,10,3
10309,46,6,1,46,6,1,4
33521,5,18,7,5,18,7,4
20121,78,10,9,25,2,1,6
3636,19,18,3,16,14,0,4
7846,3,62,41,3,59,38,20
36102,33,1,0,23,0,0,2
7473,3,0,6,3,0,5,0
26647,11,8,0,10,4,0,4
6332,453,101,10,453,101,10,111
21523,73,3,2,19,0,0,4
14424,11,28,36,11,28,36,7
3807,4,16,21,4,10,8,5
8117,86,100,5,50,55,0,21
11215,76,189,127,35,116,94,25
532,0,15,0,0,8,0,0
21739,11,21,2,0,4,0,1
17615,0,13,2,0,9,1,0
7511,49,5,1,49,5,1,15
26896,1,3,2,1,2,0,0
2427,164,239,24,111,128,4,40
28819,16,45,49,15,35,33,7
11349,569,375,18,236,220,1,33
32138,43,10,4,43,10,4,3
10245,2,6,6,2,6,6,2
6816,45,18,24,8,1,15,1
10341,51,77,59,39,55,37,5
9546,14,32,26,14,26,5,8
10106,1,3,13,1,3,13,1
26501,312,193,111,312,193,111,97
11078,1209,182,29,1209,182,29,132
4264,68,14,0,68,12,0,6
24312,16,7,6,13,7,5,1
14846,6,10,17,4,8,12,7
7933,60,0,1,54,0,1,4
9574,13,61,66,13,54,65,13
7970,20,25,0,14,20,0,4
24260,2,0,0,2,0,0,1
5842,0,2,10,0,2,10,2
7079,7,0,0,7,0,0,4
8830,21,1,0,21,1,0,0
9541,26,18,15,22,16,9,3
8119,38,29,7,5,1,0,2
2659,6,6,2,6,4,0,2
31397,90,0,0,44,0,0,2
9155,120,700,546,64,216,264,41
7592,6,14,18,6,13,13,4
7350,3,9,19,2,8,17,11
31729,38,3,1,38,3,1,5
5071,117,12,10,117,12,10,19
9611,37,59,11,17,23,0,3
526,492,0,0,319,0,0,2
24976,15,5,8,13,5,6,1
35593,9,6,6,5,3,3,1
28625,185,16,3,185,16,3,11
26145,33,4,0,21,1,0,4
6743,1,3,18,0,3,14,8
39119,1,0,2,1,0,1,1
9968,27,67,63,22,44,37,4
39470,51,85,102,46,85,101,9
6314,161,93,7,109,51,0,19
23781,8,3,3,5,0,0,2
25777,839,11,2,58,0,0,47
17470,9,18,21,6,15,11,4
6909,4,11,2,2,7,0,2
31281,74,0,0,69,0,0,6
18759,15,20,38,7,11,16,2
11598,48,52,56,0,12,20,8
9409,16,4,6,16,4,6,2
16815,16,89,85,13,67,58,18
9120,25,148,163,3,28,85,11
7720,1,2,3,1,2,3,1
15302,8,5,5,8,4,5,3
481,132,0,0,74,0,0,3
27451,25,2,1,21,1,0,2
22112,7,10,7,7,10,6,6
9759,16,31,22,10,24,18,5
20597,99,12,5,99,12,5,12
2780,43,54,23,22,16,7,7
36041,43,13,2,40,7,2,14
8237,9,51,49,8,41,39,3
18602,7,20,20,7,20,20,9
8299,41,64,31,24,32,11,5
38583,0,0,2,0,0,2,2
6994,12,21,15,11,21,15,9
23174,257,359,313,190,217,181,9
7852,16,130,85,4,65,30,17
5428,52,1,0,49,0,0,6
3422,37,1,2,35,1,0,4
39492,52,14,1,52,14,1,14
40423,133,5,3,133,5,3,1
8762,25,84,37,15,57,16,11
11940,25,186,136,3,87,65,21
3720,71,110,6,63,105,0,24
24813,3,7,7,1,5,2,4
13003,254,15,2,254,15,2,30
35961,50,3,0,50,3,0,2
6655,50,22,18,11,0,6,1
23967,34,0,0,34,0,0,0
29023,280,42,12,280,42,11,24
3628,5,5,8,2,4,4,3
12448,624,48,11,624,48,11,6
7336,9,34,31,8,31,24,10
28361,0,0,0,0,0,0,0
29329,54,9,4,54,9,4,4
9779,46,1,0,43,0,0,4
35008,1,3,7,1,3,7,2
6026,12,32,10,12,32,10,4
15952,84,14,7,84,14,7,24
2084,13,4,3,13,4,3,3
9826,4,13,20,4,13,20,2
24294,19,14,10,19,14,10,4
35239,106,14,12,106,14,12,20
29186,619,37,15,619,37,15,17
5335,124,19,15,124,19,15,33
6679,25,51,54,23,30,24,6
11039,131,110,10,66,10,0,5
5477,3,3,0,3,3,0,2
17764,4,12,13,1,7,7,6
26780,13,6,0,13,6,0,3
36279,1,0,6,0,0,6,5
26406,7,1,0,7,1,0,2
9970,27,128,150,21,95,104,10
16817,9,53,42,5,40,24,2
5401,8,12,20,8,11,16,7
31049,123,28,10,123,28,10,9
25852,67,0,0,57,0,0,1
3473,17,21,28,17,21,22,7
10540,41,9,7,2,0,0,1
27671,16,7,2,12,2,0,0
24658,25,3,0,14,0,0,1
21275,43,27,25,3,1,1,2
31040,236,57,14,236,57,14,52
13,556,0,0,239,0,0,1
35189,148,18,11,148,18,11,19
3426,9,22,29,8,15,20,8
8899,52,23,2,44,17,0,10
11609,54,165,86,22,40,30,7
28675,1117,84,23,1117,84,23,53
7491,11,46,26,11,43,21,14
10889,14,22,17,12,12,10,5
19378,12,0,0,11,0,0,5
7883,83,16,0,83,16,0,17
4686,2,14,4,2,12,3,2
6647,24,73,65,19,44,42,8
4858,2,4,3,2,4,3,1
10007,102,27,8,102,27,8,13
25249,3,5,1,1,4,1,1
26461,60,6,2,4,0,0,1
21952,7,14,2,4,5,0,2
5810,3,6,7,3,6,7,1
3681,6,9,17,6,9,17,6
6182,12,13,9,12,11,9,2
30883,31,19,42,31,19,42,6
25073,31,76,67,17,49,52,4
24913,3,7,5,2,6,3,2
9273,52,3,6,27,0,2,19
26190,20,5,4,2,1,0,3
25796,0,22,41,0,22,41,7
6996,1,4,2,1,4,2,0
10233,3,6,3,3,3,3,2
15697,56,95,128,7,5,86,2
11236,640,363,28,353,129,0,45
3634,10,25,12,7,19,8,4
3759,91,0,0,44,0,0,8
10316,2,9,27,1,9,20,7
7754,106,43,15,106,43,15,24
2644,40,27,6,34,15,0,4
11870,25,6,2,25,6,2,5
33622,21,29,36,15,18,21,4
4468,16,0,0,1,0,0,0
3549,59,4,5,59,4,5,12
13424,1,4,12,1,3,7,2
19418,141,145,34,61,8,0,8
8001,26,11,0,13,2,0,5
4439,87,130,23,71,120,23,9
4388,612,111,50,612,111,50,48
15945,45,74,19,24,34,15,3
8965,438,2,2,113,0,0,3
19402,26,59,9,9,25,0,5
11772,24,17,47,14,5,31,12
5537,52,130,63,36,81,38,14
9639,8,34,28,8,31,23,9
9691,3,4,0,0,0,0,0
5003,81,60,4,37,28,1,8
24724,35,42,8,4,13,2,1
10699,127,24,8,127,24,8,18
4568,8,1,1,8,1,1,0
8737,13,2,2,13,2,2,1
35815,22,5,11,13,2,7,6
35967,62,6,2,18,0,0,8
30913,41,4,2,41,4,2,2
4480,18,70,46,16,68,44,11
4351,10,37,17,4,15,12,0
21955,65,51,24,2,3,0,0
4330,14,0,0,10,0,0,0
39560,208,4,0,95,0,0,5
20386,3,51,53,1,38,31,14
28683,912,70,25,912,70,25,22
10267,61,0,0,52,0,0,4
9978,7,73,46,3,41,27,4
2184,19,59,41,7,29,12,5
3554,33,4,5,33,4,5,5
7171,6,43,36,6,25,25,9
11810,42,42,45,25,27,27,9
9125,82,90,135,41,54,74,10
10062,71,192,49,22,120,36,17
4400,14,8,4,14,8,4,8
5495,9,0,0,8,0,0,1
4005,14,43,32,14,40,22,9
7169,10,19,24,10,19,24,6
6312,9,38,28,7,27,10,6
12967,7,31,38,7,31,38,6
8571,0,29,47,0,25,41,10
6712,15,22,20,12,21,16,11
12111,21,63,52,15,54,38,11
2635,23,70,54,21,41,36,9
19901,26,3,2,6,0,0,3
23047,56,80,81,54,66,63,3
5616,12,49,41,9,29,28,7
12307,0,0,13,0,0,11,5
29133,30,5,1,20,0,0,1
26836,1,6,2,0,1,0,0
39137,1,1,0,1,0,0,0
39274,45,12,0,45,12,0,5
5009,1,8,8,1,7,8,3
31650,85,0,1,70,0,0,9
3214,0,5,7,0,4,6,4
5420,68,51,53,45,31,19,4
39167,110,7,1,110,7,1,0
25864,0,39,0,0,11,0,1
2078,0,3,9,0,1,7,3
33536,1392,63,29,1392,63,29,16
18087,27,2,3,27,2,3,2
9111,412,537,402,412,537,402,9
9613,0,85,0,0,63,0,18
39251,247,19,8,247,19,8,12
39288,32,3,0,32,3,0,3
3830,8,4,2,8,4,2,3
3670,6,1,3,6,1,3,2
9070,440,0,2,302,0,0,7
24235,1,0,0,1,0,0,0
8504,46,12,9,46,12,9,8
39585,0,2,5,0,2,4,0
33817,22,8,20,17,3,13,0
35511,45,75,6,32,40,0,2
10860,144,1,1,92,0,0,6
9584,48,78,39,44,76,34,14
9852,6,48,37,3,32,31,12
8686,0,1,6,0,1,6,1
8806,23,4,1,23,4,1,1
36348,9,0,0,4,0,0,0
15088,146,34,4,146,34,4,15
32132,233,4,1,104,0,0,5
25424,6,1,15,6,1,14,5
39827,45,25,4,45,25,4,13
39468,199,65,14,199,65,14,49
4152,140,23,17,140,23,17,42
11197,71,0,0,65,0,0,8
22913,0,10,0,0,6,0,0
24835,1,0,0,0,0,0,0
21743,8,3,4,0,0,0,0
27912,837,49,14,837,49,13,4
7721,1,12,9,0,9,9,1
26569,140,12,8,140,12,8,34
23461,3,1,1,2,1,0,2
6809,0,2,3,0,2,3,3
20653,173,73,13,173,73,13,38
9583,8,21,13,8,21,13,3
7273,32,41,34,32,41,34,8
479,161,0,0,89,0,0,6
19284,2,3,7,1,1,6,0
6586,8,16,13,8,15,10,1
7848,41,102,57,20,49,50,18
10490,1,7,3,1,7,3,0
4410,517,55,37,517,55,37,91
24719,23,16,5,11,10,1,3
6601,21,6,3,21,6,3,3
5061,42,9,3,42,9,3,3
39495,73,24,2,73,24,2,5
5243,4,18,31,2,12,17,5
4799,6,20,20,6,11,14,0
25930,8,0,0,1,0,0,0
8617,13,42,31,9,36,18,6
2828,48,40,7,35,27,0,4
15416,62,18,2,62,18,2,10
10771,3,8,14,3,5,9,4
30264,17,40,54,10,24,32,11
4405,62,13,9,62,13,9,18
35341,400,90,13,400,90,13,26
32727,19,7,10,19,7,10,1
5068,25,1,0,25,1,0,10
11573,28,91,75,15,52,36,8
9685,211,28,19,211,28,19,74
34918,0,0,0,0,0,0,0
21193,23,11,9,7,5,2,4
9567,0,5,13,0,4,11,3
33175,26,18,26,2,5,9,1
5231,2,18,14,1,15,9,6
26189,66,15,19,11,1,1,7
31292,48,1,0,43,0,0,4
2384,27,18,2,20,10,0,5
6666,52,64,6,45,42,2,16
9790,1,15,11,1,6,3,7
18899,16,35,18,7,5,13,1
31469,22,0,0,7,0,0,0
8960,548,3,2,335,2,1,16
20021,13,48,45,8,37,28,5
7804,56,0,1,53,0,0,2
9576,1,13,15,1,13,8,3
23288,221,461,480,148,209,161,13
18838,2,22,19,1,16,15,2
6862,39,0,0,25,0,0,2
15264,53,5,7,53,5,7,10
4324,3,4,16,3,4,16,4
392,137,0,0,100,0,0,8
30944,68,0,0,49,0,0,0
28643,78,7,4,78,7,4,9
29776,0,3,3,0,0,0,0
5483,35,39,3,33,34,1,10
3119,65,87,3,43,56,0,18
6369,16,46,3,16,34,1,4
35702,508,142,54,508,142,54,11
11396,33,0,0,27,0,0,6
17655,12,26,13,9,13,6,1
11381,17,51,27,12,44,27,7
31323,21,1,3,13,1,0,11
22104,1,2,11,1,2,11,1
3513,15,33,25,14,27,16,5
29807,13,0,0,4,0,0,1
12421,81,12,10,81,12,10,15
25718,0,0,0,0,0,0,3
10663,42,1,0,35,0,0,4
6751,4,2,7,4,2,7,4
13227,4,13,24,4,11,19,3
23246,103,119,89,95,96,48,4
6657,50,11,22,18,2,9,0
4530,547,620,52,182,242,0,32
11000,50,1,0,44,1,0,0
21604,20,14,7,20,14,7,2
9756,22,36,4,20,34,1,6
39081,110,10,4,62,6,0,13
4197,281,181,16,229,104,0,30
2115,0,6,4,0,6,4,2
17930,13,13,29,6,7,15,5
25804,5,32,18,0,9,9,4
12351,68,68,180,7,4,59,14
3068,62,70,57,36,21,34,4
39347,0,1,4,0,1,4,1
39266,1067,139,70,1067,139,70,70
21547,48,5,1,5,0,0,2
31195,176,0,0,142,0,0,1
7975,18,0,0,14,0,0,3
432,429,0,0,182,0,0,1
5667,6,8,32,4,4,21,4
5863,78,43,5,38,9,0,1
26066,10,4,2,10,4,2,1
7153,1,9,21,1,8,14,6
7890,52,51,8,45,35,3,9
3043,13,30,35,12,30,28,9
35922,1,2,4,1,2,4,1
31616,48,0,0,34,0,0,0
8606,13,14,11,8,10,4,2
35317,111,18,5,111,18,5,6
5887,92,24,1,92,24,1,20
2333,13,15,15,11,14,12,5
5069,6,0,0,6,0,0,2
27052,292,57,3,291,57,3,3
4112,27,23,26,25,22,15,12
28182,21,2,1,12,0,1,7
3965,26,25,15,23,16,7,3
35901,0,1,7,0,0,5,2
31736,169,17,2,102,11,0,4
39590,0,5,77,0,1,49,4
2795,8,35,28,8,35,28,10
35589,41,118,296,29,92,160,91
9441,1,1,1,1,1,1,0
12105,23,2,1,11,0,0,1
24293,21,14,11,8,10,3,2
9435,8,2,1,8,2,1,1
11191,21,50,32,15,35,12,8
17002,33,17,7,15,2,0,13
3974,2,5,7,2,5,3,1
24396,31,22,10,24,5,0,19
8681,3,26,29,3,16,19,9
8284,2,23,25,1,19,20,3
7319,11,19,6,11,17,6,7
8016,10,10,4,7,2,0,2
2867,197,63,16,197,63,16,39
3329,3,12,22,3,8,12,5
2794,55,64,51,54,61,51,9
30819,7,3,0,5,1,0,0
31328,14,0,0,14,0,0,0
7069,51,5,2,51,5,2,4
24940,2,2,1,0,0,0,0
11582,5,38,32,5,28,32,15
10463,5,5,13,2,1,4,3
5933,110,10,2,110,10,2,14
13692,32,46,34,16,45,18,0
27363,334,21,11,334,21,11,5
6726,1,27,18,1,15,16,5
6389,12,26,27,6,15,12,3
3701,5,29,29,5,29,28,3
23388,80,70,94,79,66,69,12
4582,46,11,8,46,11,8,17
36058,73,15,4,73,15,4,5
19202,6,1,2,6,1,2,0
7217,9,39,31,9,21,16,3
8885,4,15,8,1,10,7,4
14799,6,19,19,3,14,13,6
3843,1,2,11,1,2,8,3
26884,7,1,0,7,1,0,2
20615,44,4,1,40,2,0,4
8252,36,189,95,16,73,49,13
13383,0,0,20,0,0,15,3
8784,1,12,18,0,10,18,3
31326,19,0,0,19,0,0,3
23543,35,16,25,1,1,0,1
32311,9,11,17,9,7,15,4
23575,6,1,0,6,1,0,0
24921,0,2,2,0,1,1,2
20844,23,57,20,7,38,1,4
5149,6,17,22,4,13,21,3
8026,50,12,13,50,12,13,6
15345,1,3,3,1,3,3,1
17240,10,11,7,10,11,7,6
19728,13,2,0,4,0,0,1
7011,34,9,1,34,9,1,3
5994,0,10,7,0,10,4,2
19118,32,2,5,32,2,5,6
28888,76,0,0,58,0,0,2
4886,223,48,20,223,48,19,42
31719,210,58,30,210,58,30,13
2673,1,4,3,1,4,3,1
33774,5,5,7,5,4,7,3
25337,122,33,11,122,33,11,32
30895,359,127,94,359,127,94,44
5656,77,169,67,47,76,21,8
9984,68,5,1,68,5,1,12
14842,159,137,7,77,92,0,10
8062,18,0,0,5,0,0,1
16092,0,9,9,0,7,6,5
4819,14,16,1,13,13,0,2
4333,47,54,1,24,30,1,7
3122,10,9,2,9,6,0,5
11213,12,134,124,7,41,72,12
9178,43,93,105,4,16,59,6
23701,8,20,23,3,7,7,10
29859,6,8,13,3,2,7,1
39206,67,5,1,67,5,1,1
4665,91,108,32,24,14,4,6
11499,86,62,18,86,62,18,14
41216,1,0,1,1,0,1,1
35519,131,24,6,131,24,6,31
2537,5,21,28,4,20,28,6
9343,822,59,6,822,59,6,16
39026,0,12,0,0,4,0,0
39344,110,7,6,110,7,6,12
2919,3,7,8,3,6,7,1
31099,1017,10,0,97,0,0,0
39242,406,57,12,406,57,12,15
6692,1,2,7,1,2,7,1
10041,14,75,60,13,45,33,20
26648,146,25,1,146,25,1,23
26806,3,0,1,3,0,1,0
