35298,29,29,0,0,33,4,27,33,3,9,8,8,1,20
18360,18,18,0,0,19,6,19,19,3,5,6,4,0,6
19537,7,0,7,0,7,1,7,7,0,1,5,1,0,5
4976,8,1,7,0,15,3,15,12,5,3,0,0,0,2
22581,19,12,5,2,24,4,22,9,16,1,1,1,0,11
4695,27,24,3,0,34,25,33,34,7,7,12,1,0,12
25598,14,0,8,6,14,0,0,0,14,0,0,0,0,5
9291,16,10,5,1,21,9,17,15,10,4,2,0,0,19
3938,12,1,4,7,14,1,13,14,7,4,0,1,0,0
32208,51,51,0,0,57,27,57,57,3,17,24,7,0,18
10176,39,29,10,0,50,37,46,50,17,15,4,3,0,26
23066,43,18,17,8,89,8,57,89,11,20,9,3,0,77
3262,16,15,1,0,50,10,40,33,4,7,5,0,0,25
10595,32,8,13,11,36,14,26,30,17,14,1,0,0,9
39188,72,66,6,0,135,9,119,100,40,18,8,5,0,20
35935,19,14,3,2,28,12,22,28,17,1,1,0,0,22
475,19,19,0,0,19,17,19,18,2,9,8,0,0,6
4126,14,6,8,0,20,0,20,20,6,5,2,1,0,5
26304,15,4,8,3,17,4,11,17,6,2,5,2,0,2
24330,23,11,11,1,29,12,26,29,7,9,4,3,0,15
4919,9,2,3,4,21,3,17,16,4,4,1,0,0,19
31742,47,40,6,1,54,15,54,54,10,16,17,4,0,30
3987,40,31,9,0,52,31,48,45,16,16,8,0,0,10
31358,26,26,0,0,26,6,24,26,0,0,0,15,11,17
3021,13,3,6,4,21,2,15,11,7,2,2,2,0,3
14183,24,0,12,12,27,6,22,21,7,12,5,0,0,16
39593,6,0,0,6,6,4,6,6,2,4,0,0,0,1
11812,25,6,9,10,30,3,29,27,7,13,5,0,0,22
36361,9,4,4,1,13,0,13,12,4,4,0,1,0,1
9175,17,4,5,8,26,0,19,26,5,8,4,0,0,1
4491,32,3,17,12,35,7,28,34,11,19,2,0,0,21
39594,3,0,0,3,5,4,5,4,0,1,0,1,0,2
5132,3,1,2,0,3,1,3,2,2,1,0,0,0,2
7884,12,11,1,0,26,9,21,17,3,5,3,1,0,8
9783,19,0,3,16,25,10,17,19,9,3,4,3,0,0
29303,20,0,20,0,22,21,22,22,3,8,8,1,0,3
100,41,40,1,0,42,32,41,38,15,19,4,2,0,14
5101,17,0,6,11,22,3,22,22,6,6,4,1,0,0
19986,11,0,2,9,12,4,10,8,4,5,2,0,0,4
4214,12,9,0,3,13,10,13,13,0,4,6,2,0,6
35882,91,90,1,0,113,13,94,109,18,21,24,19,9,67
7936,12,4,7,1,17,5,14,13,9,3,0,0,0,1
7356,31,0,10,21,31,9,26,28,22,7,1,1,0,12
39201,15,15,0,0,19,15,18,17,10,3,2,0,0,8
29984,29,3,11,15,33,3,21,30,18,8,2,1,0,14
39258,7,0,7,0,19,2,14,14,6,1,0,0,0,12
3714,11,6,4,1,24,2,24,24,8,2,1,0,0,14
22669,36,27,7,2,57,6,47,40,21,10,5,0,0,43
17649,13,7,3,3,16,1,14,15,7,5,1,0,0,13
22047,13,2,5,6,13,2,12,13,4,5,3,1,0,1
8987,46,46,0,0,46,20,34,46,0,2,8,33,3,27
15118,69,33,30,6,157,15,111,86,47,14,7,1,0,130
3417,27,6,12,9,32,4,27,32,13,11,1,2,0,10
17663,11,1,2,8,12,3,8,11,5,5,1,0,0,12
6083,11,2,6,3,14,7,12,9,2,6,3,0,0,1
14917,12,12,0,0,12,5,11,12,0,4,3,5,0,4
6751,6,1,1,4,8,4,7,8,4,1,1,0,0,0
6273,11,2,4,5,15,2,15,15,3,4,3,0,0,0
6169,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25197,27,8,15,4,64,25,48,64,8,10,8,1,0,61
4341,92,38,53,1,100,6,86,100,7,54,28,3,0,16
7395,23,15,8,0,30,11,26,30,4,10,7,2,0,21
4745,0,0,0,0,7,3,6,3,0,0,0,0,0,6
24369,31,7,13,11,35,11,34,35,5,16,8,2,0,34
3839,51,32,19,0,55,10,48,54,3,18,27,3,0,38
8971,48,48,0,0,48,33,45,48,0,0,0,11,36,28
12030,19,12,6,1,70,52,70,70,7,10,2,0,0,60
3934,39,2,19,18,44,21,30,44,18,15,6,0,0,26
10836,4,1,1,2,14,0,11,8,3,1,0,0,0,1
2601,17,0,7,10,24,4,24,24,4,9,4,0,0,3
31106,8,8,0,0,8,8,8,8,1,4,1,2,0,2
9913,496,478,18,0,500,150,467,500,140,221,111,23,1,387
39090,66,66,0,0,70,13,67,70,0,5,44,17,0,13
27815,14,12,2,0,22,6,20,17,4,6,3,1,0,13
9268,14,10,3,1,40,4,26,15,8,4,2,0,0,24
5745,4,0,0,4,4,0,4,3,2,2,0,0,0,0
7128,34,27,7,0,60,27,53,50,13,12,9,0,0,17
17156,23,22,1,0,30,0,22,28,2,0,9,11,1,18
28846,9,1,3,5,14,3,14,13,7,2,0,0,0,6
7074,8,7,0,1,26,12,21,14,3,3,2,0,0,12
9234,52,47,4,1,69,10,64,69,22,21,9,0,0,61
4522,67,45,22,0,94,27,83,93,5,26,28,8,0,56
7353,22,3,10,9,23,9,21,18,10,11,1,0,0,0
19177,23,20,3,0,46,9,38,30,9,9,5,0,0,37
6646,11,4,6,1,16,2,13,16,3,4,4,0,0,10
6679,13,0,6,7,16,2,11,15,9,3,1,0,0,6
5811,26,5,12,9,34,4,33,34,11,8,4,3,0,20
3207,46,46,0,0,46,2,43,46,0,3,33,10,0,27
32005,40,37,3,0,77,40,61,55,13,15,10,1,1,29
32652,14,11,3,0,24,11,24,24,5,6,1,2,0,22
27535,144,121,13,10,214,66,196,163,61,49,23,10,0,141
9988,45,45,0,0,72,7,58,71,20,20,4,1,0,23
7216,26,3,13,10,31,11,29,31,14,9,3,0,0,0
9631,12,12,0,0,13,6,11,12,1,3,6,2,0,9
2413,17,3,7,7,20,4,19,20,8,8,1,0,0,10
18515,24,22,2,0,28,11,26,22,7,6,9,2,0,19
30878,54,54,0,0,55,13,54,55,0,0,2,34,18,43
39868,3,1,0,2,19,1,14,12,2,1,0,0,0,16
4776,31,17,7,7,35,29,33,35,10,13,7,1,0,32
3379,15,14,0,1,18,17,18,18,3,9,2,1,0,13
15415,106,106,0,0,125,66,110,125,2,21,74,8,1,84
6515,13,0,8,5,16,9,13,14,8,4,0,1,0,5
35341,124,116,7,1,158,11,127,158,59,40,20,4,0,71
5251,40,0,26,14,52,37,52,52,10,20,10,0,0,24
8689,25,0,10,15,28,5,26,28,13,9,2,1,0,17
24197,7,2,1,4,11,5,11,11,4,2,1,0,0,1
31861,71,70,1,0,89,0,82,89,15,22,21,12,0,56
31630,20,20,0,0,20,2,20,20,0,0,1,13,6,12
2931,12,2,5,5,15,6,15,15,2,6,4,0,0,3
31962,30,28,2,0,30,3,27,30,10,10,8,2,0,13
26524,24,10,12,2,30,16,30,30,18,6,0,0,0,15
2178,65,57,8,0,82,6,60,81,46,15,3,0,0,15
2985,15,1,12,2,15,12,14,15,3,10,2,0,0,5
8157,32,29,2,1,58,10,46,46,9,13,9,1,0,27
23250,88,40,33,15,141,21,94,141,16,41,24,7,0,127
7067,61,57,4,0,93,25,79,84,20,18,14,7,2,41
7112,40,24,16,0,58,18,55,58,3,13,19,5,0,45
29806,7,6,0,1,7,5,7,7,0,2,3,2,0,1
19868,16,3,11,2,17,7,17,16,10,4,2,0,0,9
25074,10,0,1,9,17,0,13,17,3,6,1,0,0,14
36346,1,1,0,0,2,0,2,1,0,0,0,1,0,2
11170,28,1,10,17,35,2,29,32,18,8,2,0,0,24
3770,11,1,5,5,12,0,11,12,9,1,1,0,0,0
29665,4,3,1,0,5,0,4,4,2,1,1,0,0,3
39184,14,13,1,0,19,5,15,19,2,3,7,2,0,9
28562,9,9,0,0,23,0,11,23,1,4,3,1,0,18
8230,26,9,8,9,33,0,22,33,9,13,4,0,0,24
16817,11,2,8,1,18,4,16,15,7,3,0,1,0,18
11976,14,7,7,0,17,11,17,17,1,8,4,1,0,11
7619,501,442,43,16,617,284,582,571,176,184,117,22,0,454
24673,13,7,5,1,23,20,20,20,6,4,2,1,0,22
4290,42,42,0,0,45,4,44,44,0,12,24,6,0,17
3342,31,3,16,12,32,15,29,32,15,13,3,0,0,16
26286,10,9,1,0,30,3,22,30,0,8,2,0,0,27
22069,10,6,0,4,11,5,9,7,5,4,1,0,0,5
25831,14,14,0,0,15,4,14,15,0,1,5,6,2,7
9173,18,0,12,6,22,1,20,22,10,6,1,1,0,1
10915,46,46,0,0,83,9,46,75,18,14,10,2,1,42
2639,10,3,5,2,20,11,17,15,9,1,0,0,0,13
31481,13,13,0,0,13,8,13,11,3,5,5,0,0,10
31046,318,252,57,9,444,220,333,373,163,104,40,8,2,160
11624,19,1,2,16,22,5,19,21,8,6,5,0,0,0
10599,76,55,21,0,83,47,81,79,20,40,15,0,1,47
32041,33,33,0,0,36,1,34,36,1,13,15,2,1,17
7069,11,10,1,0,24,13,18,15,4,3,1,3,0,16
31467,25,25,0,0,25,12,25,25,2,9,10,4,0,8
31660,47,47,0,0,47,11,37,47,0,0,6,37,4,34
31069,5,4,0,1,5,0,2,5,3,0,2,0,0,5
2736,3,1,1,1,7,2,4,3,2,1,0,0,0,7
10563,70,57,6,7,89,41,82,78,29,25,13,3,0,58
21955,7,4,3,0,12,0,11,12,0,1,3,3,0,12
8950,37,4,10,23,52,4,41,49,9,20,8,0,0,23
23467,1,1,0,0,1,1,1,1,0,1,0,0,0,0
17642,19,19,0,0,20,3,19,20,0,2,6,11,0,6
5665,17,0,7,10,22,4,18,18,11,4,2,0,0,13
24451,17,16,1,0,20,8,19,17,10,6,0,1,0,10
6985,28,28,0,0,32,15,32,29,1,6,16,5,0,24
2006,9,0,4,5,10,2,10,10,5,4,0,0,0,1
14265,6,0,4,2,9,1,6,9,1,5,0,0,0,4
3348,18,1,7,10,19,6,18,18,10,6,2,0,0,6
24924,2,2,0,0,3,3,3,3,0,2,0,0,0,2
8681,31,3,15,13,31,10,29,26,17,11,3,0,0,13
28084,10,8,2,0,16,4,15,16,0,2,7,1,0,13
8534,163,151,9,3,230,20,204,219,57,72,30,4,0,90
11799,24,7,10,7,26,4,25,26,12,8,4,0,0,19
39855,17,14,1,2,35,13,32,35,4,6,6,1,0,25
35812,28,28,0,0,43,10,36,43,0,3,12,11,2,31
31257,69,67,2,0,104,59,94,104,12,26,27,4,0,14
9643,8,1,2,5,9,4,8,8,3,4,1,0,0,0
21160,15,2,7,6,16,0,11,16,7,5,3,0,0,5
5412,36,19,16,1,53,9,49,50,18,13,3,2,0,20
8000,25,14,11,0,28,14,24,28,7,8,10,0,0,1
30690,9,0,4,5,9,0,0,0,9,0,0,0,0,3
31938,6,0,1,5,8,2,6,8,3,3,0,0,0,3
11687,24,24,0,0,28,20,27,27,2,4,11,6,1,18
6345,2,0,1,1,8,1,7,5,2,0,0,0,0,5
12283,21,4,0,17,28,5,21,28,1,9,10,1,0,25
39951,2,1,1,0,2,0,2,0,2,0,0,0,0,0
17796,7,5,2,0,18,3,16,18,2,3,2,0,0,14
14978,19,19,0,0,21,12,21,21,1,4,11,3,0,11
5897,1,0,0,1,6,4,4,4,1,0,0,0,0,0
33317,11,8,3,0,29,18,27,29,0,3,7,1,0,29
24192,3,2,0,1,6,4,6,4,3,0,0,0,0,3
4042,48,48,0,0,48,9,43,48,0,0,8,35,5,7
2622,31,3,8,20,39,3,33,34,9,16,5,1,0,25
4463,106,48,58,0,113,42,108,113,9,57,38,2,0,62
2327,17,17,0,0,24,5,21,24,4,8,4,1,0,5
25691,18,0,2,16,18,0,0,0,18,0,0,0,0,9
39495,15,14,1,0,15,1,15,15,0,10,5,0,0,10
36493,4,0,1,3,8,4,6,5,3,1,0,0,0,2
15993,37,28,5,4,59,15,56,59,15,10,7,4,0,29
10264,29,1,14,14,33,8,28,33,22,5,2,0,0,3
8590,14,2,6,6,16,4,13,13,7,7,0,0,0,10
8578,40,15,24,1,55,31,53,54,15,18,7,0,0,21
23816,12,12,0,0,15,3,14,15,1,2,5,3,1,11
8851,20,4,5,11,21,1,19,21,9,9,2,0,0,16
16090,15,3,4,8,17,1,13,16,9,3,3,0,0,11
27672,123,116,5,2,148,4,138,148,50,51,15,5,2,106
28087,15,13,2,0,40,13,37,40,3,5,6,1,0,35
6905,19,5,7,7,27,16,24,24,8,7,3,1,0,1
37653,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11355,20,5,10,5,29,23,28,29,7,6,4,3,0,22
31322,13,13,0,0,14,4,13,14,0,6,5,2,0,7
28322,683,676,7,0,700,92,625,700,54,207,290,117,9,475
23070,27,12,13,2,46,7,35,46,6,13,7,1,0,40
32000,23,20,1,2,40,1,33,38,4,9,6,2,2,18
2633,11,0,9,2,18,2,16,12,9,2,0,0,0,11
128,290,290,0,0,290,195,270,290,38,128,101,21,2,54
13055,5,5,0,0,11,1,10,9,0,1,3,1,0,4
9338,26,24,1,1,42,9,37,42,4,12,8,2,0,36
26702,8,6,2,0,13,2,10,8,1,5,1,1,0,10
9677,19,1,11,7,27,1,22,27,18,1,0,0,0,18
26925,20,11,6,3,22,6,16,22,16,4,0,0,0,3
6009,8,0,0,8,8,7,8,8,2,2,2,2,0,0
26839,687,679,5,3,687,126,664,687,44,189,297,145,11,465
32505,15,15,0,0,15,0,9,15,1,11,3,0,0,9
13188,36,36,0,0,36,26,36,36,0,0,0,18,17,8
3195,16,2,8,6,17,2,13,17,6,9,1,0,0,10
23205,51,22,19,10,92,25,67,92,12,15,17,7,0,80
11980,21,2,14,5,22,4,16,22,11,6,3,1,0,7
7904,17,7,5,5,20,8,18,17,6,8,2,1,0,9
25763,30,0,16,14,30,0,0,0,28,1,1,0,0,22
6989,1,0,1,0,16,6,16,16,1,0,0,0,0,9
4586,64,44,10,10,134,88,109,91,27,19,12,5,1,102
10204,43,40,3,0,74,2,58,55,17,11,11,3,1,22
39465,92,68,20,4,209,137,173,146,47,27,17,1,0,34
2524,19,3,8,8,31,4,18,19,12,6,1,0,0,28
30545,1,0,0,1,1,0,1,0,1,0,0,0,0,0
29878,14,7,7,0,18,5,18,17,3,4,6,1,0,3
2098,46,21,25,0,55,20,49,51,25,18,3,0,0,42
26488,7,2,1,4,8,2,8,8,3,2,2,0,0,5
20568,19,14,4,1,30,3,26,18,8,4,6,1,0,23
9382,16,4,4,8,32,2,25,32,6,7,3,0,0,14
17165,221,167,43,11,361,27,282,313,123,59,35,4,0,104
10700,29,20,5,4,54,37,46,38,19,8,2,0,0,17
11568,26,0,15,11,34,2,31,33,14,8,4,0,0,20
10131,16,2,7,7,18,1,15,15,7,7,2,0,0,13
31327,39,39,0,0,43,35,42,43,0,9,22,7,1,17
32258,40,31,5,4,56,44,56,53,3,14,18,5,0,21
19430,17,14,3,0,32,0,22,32,5,11,1,0,0,25
37572,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39681,13,11,1,1,14,11,12,11,9,1,1,1,0,7
11891,22,3,6,13,25,7,19,21,5,11,5,1,0,15
32263,47,41,5,1,56,44,56,55,17,14,12,4,0,35
7203,19,3,7,9,28,7,22,20,12,5,2,0,0,19
7465,17,2,4,11,22,3,17,17,6,7,4,0,0,11
39228,10,9,0,1,17,1,11,11,8,2,0,0,0,5
9442,13,6,7,0,32,4,22,21,10,0,3,0,0,21
35429,6,6,0,0,6,0,6,6,0,0,4,2,0,4
31329,13,13,0,0,15,6,13,13,1,3,7,2,0,4
21977,8,7,1,0,8,1,5,8,3,0,4,1,0,5
39859,9,2,2,5,12,4,12,12,6,3,0,0,0,2
5844,24,4,9,11,30,5,28,29,7,5,9,3,0,2
11009,28,4,12,12,30,1,25,30,11,15,2,0,0,0
28644,60,55,1,4,107,32,94,83,20,22,12,6,0,74
6209,14,4,6,4,23,1,15,23,10,3,1,0,0,17
36300,24,13,6,5,33,0,32,29,15,9,0,0,0,13
12910,35,27,8,0,47,20,44,47,3,17,13,1,1,22
24042,46,34,7,5,97,15,65,71,27,14,3,1,0,74
10726,8,0,2,6,12,6,9,11,3,4,0,1,0,8
7457,39,0,22,17,57,38,57,57,6,15,10,7,1,27
19445,26,22,3,1,49,27,47,47,7,8,11,0,0,40
6763,7,1,5,1,10,6,10,10,5,2,0,0,0,0
9166,15,10,1,4,23,7,20,23,2,9,2,2,0,12
21683,17,3,4,10,21,4,21,18,8,6,2,1,0,2
31005,165,142,19,4,174,123,136,174,76,70,16,3,0,51
32692,4,1,1,2,14,3,8,6,1,1,2,0,0,12
8848,30,30,0,0,32,18,31,32,5,1,19,4,1,29
11784,15,15,0,0,15,4,14,14,1,5,6,3,0,6
36517,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9157,34,3,15,16,35,19,34,35,10,10,13,1,0,26
4456,19,3,4,12,22,5,16,22,8,7,2,2,0,14
36020,10,0,0,10,10,0,10,10,8,2,0,0,0,1
6971,19,3,7,9,23,7,23,21,12,4,2,1,0,6
2403,16,0,5,11,16,3,9,9,11,5,0,0,0,5
9215,33,33,0,0,49,8,42,49,0,2,14,16,1,33
9187,12,1,4,7,22,1,15,22,7,2,3,0,0,18
36484,15,15,0,0,25,11,24,25,0,7,8,0,0,24
2851,27,19,8,0,38,15,36,35,9,12,5,1,0,14
39570,72,72,0,0,86,4,75,83,0,20,41,11,0,32
3355,52,40,12,0,61,31,61,52,12,26,13,1,0,4
7865,94,46,30,18,146,44,107,94,65,22,7,0,0,76
7701,14,1,8,5,19,2,17,15,9,4,0,1,0,7
6367,21,1,11,9,22,2,20,22,10,9,2,0,0,5
11095,125,115,8,2,185,25,171,185,38,52,25,10,0,135
3690,13,1,4,8,14,3,13,14,6,7,0,0,0,1
27825,19,15,3,1,21,15,19,18,2,9,5,3,0,12
27361,39,39,0,0,41,3,41,41,0,1,5,24,9,25
7154,11,1,4,6,12,7,11,11,4,5,1,1,0,1
5446,24,7,11,6,34,3,28,33,9,13,2,0,0,17
8323,15,4,7,4,23,4,13,23,9,5,1,0,0,5
31852,19,18,0,1,24,0,15,22,7,9,2,1,0,8
26274,10,9,1,0,13,8,9,8,4,5,1,0,0,7
105,259,259,0,0,259,154,252,259,0,11,137,105,6,33
12758,40,38,2,0,66,43,57,58,14,12,10,3,1,25
10261,7,0,3,4,11,1,11,8,5,2,0,0,0,0
28089,6,6,0,0,30,8,26,30,0,2,4,0,0,25
19276,17,0,3,14,22,2,20,20,11,4,1,0,0,5
3561,234,183,30,21,308,54,269,308,92,83,51,7,1,266
7498,75,63,10,2,97,63,95,89,20,28,17,7,3,73
28972,18,18,0,0,24,8,19,23,0,3,8,6,1,9
20010,4,0,0,4,4,2,4,4,2,2,0,0,0,1
4564,111,93,13,5,172,16,136,130,59,31,21,0,0,115
3799,16,1,10,5,23,7,21,22,9,6,1,0,0,21
4630,30,17,6,7,37,9,35,37,6,14,8,2,0,23
8568,20,2,6,12,21,8,21,21,10,1,8,0,0,1
3125,7,0,2,5,9,4,9,8,4,0,2,1,0,6
31210,42,42,0,0,42,0,41,42,0,0,3,26,13,23
8344,190,159,28,3,442,14,311,342,85,52,42,11,0,174
26441,75,57,13,5,137,118,133,120,32,27,11,4,1,14
21769,10,4,6,0,16,4,14,16,0,2,6,2,0,15
2043,11,0,3,8,11,6,9,11,5,5,1,0,0,0
22664,11,8,1,2,24,7,19,11,8,3,0,0,0,16
5497,14,2,6,6,15,1,15,15,7,5,2,0,0,8
25861,5,2,1,2,11,5,10,11,0,3,0,2,0,7
19499,6,5,0,1,12,6,11,9,1,3,1,0,1,4
37575,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4345,81,48,33,0,95,14,88,95,11,23,38,9,0,13
20615,25,25,0,0,29,2,25,29,1,4,14,6,0,24
2065,15,9,3,3,20,4,17,16,5,7,2,1,0,12
20639,8,3,0,5,14,0,14,14,2,4,2,0,0,12
9992,29,19,10,0,44,7,33,28,21,5,3,0,0,2
15184,25,18,5,2,45,24,41,26,14,9,2,0,0,39
6869,15,4,8,3,31,10,23,19,11,1,2,1,0,19
31759,12,8,4,0,14,1,13,14,2,7,3,0,0,5
33535,10,3,1,6,11,3,9,10,5,5,0,0,0,5
31886,9,9,0,0,10,8,9,9,2,4,2,1,0,6
5903,9,1,3,5,23,7,23,21,4,2,3,0,0,11
4578,6,3,1,2,15,2,12,11,5,0,1,0,0,12
2166,24,15,9,0,28,10,25,28,4,12,6,2,0,14
24938,9,2,5,2,20,10,20,20,4,2,3,0,0,17
41273,12,6,3,3,17,2,15,17,4,3,4,1,0,11
3354,58,48,10,0,62,50,61,61,8,27,19,3,1,12
6741,30,5,6,19,32,3,21,29,13,9,6,2,0,16
31380,10,10,0,0,10,2,10,10,2,1,4,2,1,4
8048,8,4,1,3,12,7,9,9,4,1,2,1,0,11
16285,11,0,4,7,11,6,11,11,2,5,2,2,0,9
31245,14,14,0,0,14,6,12,14,0,1,4,9,0,11
2554,10,1,7,2,22,5,17,16,1,5,4,0,0,19
